Letter_n,n,max_n,Letter_n+1,Freq
नों,2,2,-,19
खा,1,2,पें,1
पें,2,2,-,6
खा,1,3,ब,1
ब,2,3,ड़,3
खा,1,3,मि,3
मि,2,3,यां,1
खा,1,4,मि,1
खा,1,2,मी,1
खा,1,3,मो,2
मो,2,3,श,1
मो,2,3,शी,1
खा,1,2,य,1
य,2,2,-,12
खा,1,2,या,1
खा,1,2,यी,1
यी,2,2,-,12
खा,1,2,ये,1
खा,1,2,यें,1
खा,1,3,यें,1
यें,2,3,गे,5
खा,1,2,र,1
खा,1,3,रि,1
रि,2,3,ज,1
खा,1,3,री,1
री,2,3,ज,3
खा,1,2,ल,1
खा,1,3,लि,1
लि,2,3,द,2
खा,1,2,ली,1
खा,1,4,ली,1
ली,2,4,प,1
खा,1,2,ले,1
खा,1,2,लें,1
खा,1,2,लों,1
खा,1,2,स,1
खा,1,4,स,3
स,2,4,क,21
स,2,4,तौ,1
स,2,4,बा,2
बा,3,4,त,2
खा,1,5,स,1
म,3,5,खा,2
खा,4,5,स,1
खा,1,4,सि,1
सि,2,4,य,2
खा,1,2,से,1
खा,1,3,स्,1
खा,1,5,स्,1
खा,1,2,ड़ी,1
-,0,2,खिं,3
खिं,1,2,च,1
-,0,3,खिं,6
खिं,1,3,च,3
च,2,3,ता,6
च,2,3,ने,16
च,2,3,वा,2
-,0,4,खिं,5
खिं,1,4,च,5
च,2,4,वा,7
-,0,5,खिं,1
खिं,1,5,च,1
च,2,5,वा,1
खिं,1,3,चा,3
चा,2,3,ने,6
चा,2,3,व,2
खिं,1,2,ची,1
-,0,3,खि,43
खि,1,3,च,2
च,2,3,ड़ी,1
-,0,4,खि,27
खि,1,4,च,1
च,2,3,ड़ी,1
खि,1,3,ज,1
खि,1,4,ड़,2
ड़,2,4,कि,4
कि,3,4,यां,13
खि,1,3,ड़,1
ड़,2,3,की,4
खि,1,3,ता,2
खि,1,4,द,2
द,2,4,म,1
-,0,6,खि,1
खि,1,6,द,1
द,2,6,म,1
म,3,6,त,1
द,2,4,मा,4
खि,1,3,न्,2
न्,2,3,न,8
खि,1,4,र,1
कि,3,4,या,4
-,0,2,खि,4
खि,1,2,ल,1
खि,1,4,ल,3
ल,2,4,क,35
ल,2,4,खि,1
खि,3,4,ला,1
-,0,5,खि,3
खि,1,5,ल,2
ल,2,5,खि,2
खि,3,5,ला,3
ला,4,5,ते,4
खि,1,3,ल,6
ल,2,3,जी,1
ल,2,3,ना,21
वा,3,4,ड़,1
ड़,4,4,-,20
खि,1,3,ला,17
ला,2,3,ए,9
खि,1,4,ला,10
ला,2,4,एं,11
ला,2,4,ए,11
ला,2,4,ड़ि,1
ड़ि,3,4,यों,1
ला,2,3,ड़ी,1
ला,2,4,डि,2
डि,3,4,य़ों,1
य़ों,4,4,-,1
ला,2,4,डि़,1
डि़,3,4,यों,6
डि,3,4,य़ों,1
य़ों,4,4,-,1
ला,2,3,डी,1
ला,2,3,ता,8
ला,2,3,ती,9
ला,2,3,ते,9
ला,2,3,नी,8
ला,2,3,फ,2
ला,2,3,फी,1
ला,2,3,या,16
ला,2,3,यी,6
ला,2,3,ये,8
ला,2,4,ड़ि,1
ला,2,3,ड़ी,1
खि,1,2,ली,1
खि,1,2,ले,1
खि,1,3,लें,1
लें,2,3,गे,12
खि,1,3,ले,2
ले,2,3,गा,11
खि,1,3,लौ,3
लौ,2,3,ना,1
लौ,2,3,ने,1
लौ,2,3,नों,1
खि,1,3,ल्,1
ल्,2,3,ली,6
खि,1,3,स,4
खि,1,5,स,1
स,2,5,क,1
क,3,5,क,11
खि,1,4,स,6
क,3,4,ते,23
क,3,4,ना,6
स,2,4,का,1
खि,1,4,ड़,2
ड़,2,4,कि,5
खि,1,3,ड़,1
-,0,2,खीं,3
खीं,1,2,च,1
-,0,4,खीं,3
खीं,1,4,च,2
-,0,3,खीं,7
खीं,1,3,च,6
च,2,4,ता,1
च,2,3,ती,6
च,2,3,ते,11
च,2,3,नी,5
खीं,1,4,चा,1
चा,2,4,ता,1
खीं,1,2,ची,1
खीं,1,2,चे,1
-,0,3,खी,1
खी,1,3,च,1
-,0,2,खी,5
खी,1,2,र,1
खी,1,2,रा,1
खी,1,2,रे,1
खी,1,2,रों,1
-,0,3,खुं,2
खुं,1,3,खा,1
खा,2,3,र,4
-,0,2,खुं,1
खुं,1,2,डे,1
-,0,3,खु,39
खु,1,3,ख,1
खु,1,3,ज,1
-,0,4,खु,31
खु,1,4,ट,1
ट,2,4,ह,2
खु,1,3,टि,1
खु,1,3,त,1
त,2,3,बे,2
-,0,2,खु,13
खु,1,2,द,1
खु,1,4,द,7
क,3,4,शी,1
द,2,4,कु,1
कु,3,4,शी,1
खु,1,3,द,3
द,2,3,रा,2
द,2,3,वा,2
द,2,4,वा,8
-,0,5,खु,12
खु,1,5,द,1
द,2,5,वा,3
खु,1,2,दा,1
खु,1,3,दा,2
दा,2,3,यी,2
खु,1,2,दे,1
खु,1,4,न्,2
न,3,4,स,2
खु,1,3,फि,1
फि,2,3,या,5
खु,1,5,ब,2
ब,2,5,सू,4
सू,3,5,र,5
खु,1,3,मा,2
मा,2,3,र,4
खु,1,4,र,1
र,2,4,प,6
प,3,4,का,2
खु,1,3,र,1
र,2,3,पी,1
खु,1,3,रा,3
रा,2,3,क,4
रा,2,3,की,2
रा,2,3,कें,1
खु,1,5,रा,1
रा,2,5,फा,1
फा,3,5,ति,1
खु,1,3,र्,2
र्,2,3,द,8
र्,2,3,दी,3
खु,1,2,ल,1
खु,1,4,ल,9
खु,1,3,ल,6
ल,2,3,ते,25
खु,1,5,ल,3
ल,2,5,ने,6
ल,2,5,वा,16
खु,1,2,ला,1
खु,1,3,ला,3
ला,2,3,से,1
ला,2,3,सों,2
खु,1,2,ली,1
खु,1,2,लीं,1
लीं,2,2,-,8
खु,1,2,ले,1
खु,1,2,लें,1
खु,1,3,लें,2
खु,1,4,ले,1
ले,2,4,आ,1
आ,3,4,म,2
खु,1,3,ले,2
खु,1,3,ल्,1
-,0,6,खु,2
खु,1,6,श,2
श,2,6,कि,2
कि,3,6,स्,4
स्,4,6,म,4
म,5,6,त,3
म,5,6,ती,2
खु,1,5,श,5
श,2,5,ख,1
ख,3,5,ब,1
श,2,5,ग,1
ग,3,5,वा,1
खु,1,4,श,6
श,2,4,दि,1
दि,3,4,ल,4
श,2,5,न,6
न,3,5,सी,3
सी,4,5,ब,2
श,2,4,नु,1
नु,3,4,मा,4
श,2,4,नू,1
नू,3,4,र,1
खु,1,3,श,2
श,2,3,बु,1
बु,3,3,-,1
श,2,3,बू,2
श,2,5,बू,1
बू,3,5,दा,2
श,2,4,म,1
श,2,4,हा,2
हा,3,4,ली,3
खु,1,4,शा,1
शा,2,4,म,1
म,3,4,द,3
खु,1,3,शा,2
शा,2,3,ल,4
शा,2,3,ली,1
खु,1,3,शि,2
शि,2,3,यां,3
खु,1,4,शि,1
या,3,4,ल,5
खु,1,2,शी,2
खु,1,3,श्,1
-,0,3,खूं,1
खूं,1,3,खा,1
-,0,2,खूं,4
खूं,1,2,ट,1
खूं,1,2,टा,1
खूं,1,2,टे,1
-,0,4,खू,1
खू,1,4,न,1
खू,1,2,नी,1
-,0,3,खू,6
खू,1,3,फि,1
खू,1,2,ब,1
ब,2,2,-,8
-,0,5,खू,4
खू,1,5,ब,2
र,4,5,ती,3
खू,1,2,बी,1
खू,1,3,र्,2
खू,1,3,श,1
-,0,2,खे,20
खे,1,2,डी,1
खे,1,2,त,1
-,0,5,खे,4
खे,1,5,ता,1
ता,2,5,स,1
स,3,5,रा,4
-,0,4,खे,8
खे,1,4,ति,1
ति,2,4,ह,1
खे,1,2,ती,1
खे,1,4,ती,4
ती,2,4,खा,1
खा,3,4,न,1
ती,2,4,बा,3
बा,3,4,ड़ी,1
खे,1,2,तों,1
खे,1,2,द,1
खे,1,5,द,1
द,2,5,ज,1
ज,3,5,न,5
न,4,5,क,3
खे,1,2,प,1
-,0,3,खे,11
खे,1,3,म,1
म,2,3,का,6
खे,1,4,म,1
खे,1,2,मा,1
खे,1,2,मे,1
मे,2,2,-,6
खे,1,2,में,1
में,2,2,-,5
खे,1,2,र,1
खे,1,2,ल,1
खे,1,4,ल,2
ल,2,4,कू,4
खे,1,3,ल,5
ल,2,3,त,4
-,0,6,खे,1
खे,1,6,ल,1
खे,1,5,ल,2
ल,2,5,प्,1
ल,2,5,मं,4
खे,1,2,ली,1
खे,1,2,लीं,1
खे,1,2,ले,1
खे,1,2,लें,1
खे,1,3,लें,2
लें,2,3,गी,8
खे,1,3,ले,2
खे,1,2,लो,1
खे,1,3,स,1
-,0,2,खैं,1
खैं,1,2,ची,1
-,0,2,खै,2
खै,1,2,नी,1
खै,1,2,र,1
-,0,4,खै,2
खै,1,4,र,1
र,2,4,ह,20
ह,3,4,नी,2
-,0,3,खै,3
खै,1,3,रा,2
रा,2,3,त,4
रा,2,3,ती,7
खै,1,3,ह,1
-,0,1,खों,1
खों,1,1,-,1
-,0,3,खो,29
खो,1,3,क,1
-,0,2,खो,39
खो,1,2,का,1
खो,1,3,ख,5
ख,2,3,ला,3
ख,2,3,ले,1
खो,1,2,खा,1
खा,2,2,-,19
-,0,5,खो,2
खो,1,5,खा,1
खा,2,5,धा,1
खो,1,2,खे,1
खो,1,2,ज,1
-,0,4,खो,5
खो,1,4,ज,2
खो,1,3,ज,5
ज,2,3,ती,5
ज,2,3,ते,7
ज,2,3,ना,9
खो,1,2,जा,1
जा,2,2,-,30
खो,1,2,जी,1
खो,1,2,जें,1
जें,2,2,-,4
खो,1,3,जें,1
जें,2,3,गे,5
खो,1,2,जो,1
जो,2,2,-,4
खो,1,2,जों,1
जों,2,2,-,14
खो,1,2,ट,1
खो,1,2,टा,1
खो,1,2,टी,1
खो,1,2,टे,1
खो,1,2,ते,1
खो,1,2,द,1
खो,1,3,द,3
खो,1,5,द,1
खो,1,4,द,2
खो,1,2,दा,1
खो,1,2,दी,1
खो,1,2,दे,1
खो,1,2,ना,1
खो,1,2,पा,1
खो,1,3,प,2
प,2,3,ड़ी,6
खो,1,3,म,2
म,2,3,चों,1
खो,1,2,या,1
खो,1,2,यी,1
खो,1,2,ये,1
खो,1,2,री,1
खो,1,2,रों,1
खो,1,2,ल,1
खो,1,4,ल,1
खो,1,3,ल,6
खो,1,2,ला,1
खो,1,2,ली,1
खो,1,2,लीं,1
खो,1,2,ले,1
खो,1,2,लें,1
खो,1,3,लें,2
खो,1,3,ले,2
खो,1,2,लो,1
-,0,2,खौ,3
खौ,1,2,फ,1
फ,2,2,-,7
-,0,4,खौ,1
खौ,1,4,फ,1
ना,3,4,क,1
खौ,1,2,ल,1
-,0,3,खौ,3
खौ,1,3,ल,3
खौ,1,2,ला,1
-,0,3,ख्,7
ख्,1,3,या,4
या,2,3,ति,1
-,0,7,ख्,1
ख्,1,7,या,1
या,2,7,ति,1
ति,3,7,प्,1
रा,5,7,प्,1
प्,6,7,त,1
-,0,6,ख्,2
ख्,1,6,या,1
या,2,6,ति,1
ति,3,6,ल,1
ख्,1,3,वा,3
वा,2,3,जा,1
-,0,4,ख्,4
ख्,1,4,वा,4
वा,2,4,ती,1
वा,2,3,ब,7
वा,2,3,बों,3
वा,2,4,हि,8
हि,3,4,श,1
ख्,1,6,वा,1
वा,2,6,हि,1
हि,3,6,श,1
श,4,6,मं,1
मं,5,6,द,3
हि,3,4,शें,1
शें,4,4,-,2
हि,3,4,शों,1
ख,1,3,ड़ं,3
ड़ं,2,3,जा,1
ड़ं,2,3,जों,1
ख,1,3,ड़,3
ड़,2,3,का,6
ड़,2,3,ग,1
ख,1,5,ड़,1
ड़,2,5,ग,1
ग,3,5,वं,1
ख,1,4,ड़,3
ड़,2,4,ह,2
ह,3,4,रा,4
ड़,2,4,हा,1
ख,1,2,ड़ा,1
ख,1,6,ड़ा,1
ड़ा,2,6,प,1
प,3,6,त्,4
त्,4,6,थ,1
थ,5,6,र,1
ख,1,4,ड़ा,1
ड़ा,2,4,मु,1
मु,3,4,ख,10
ख,1,3,ड़ि,1
ख,1,2,ड़ी,1
ख,1,2,ड़ीं,1
ड़ीं,2,2,-,8
ख,1,2,ड़े,1
-,0,4,गं,11
गं,1,4,ग,1
ग,2,4,वा,33
-,0,2,गं,9
गं,1,2,गा,1
गं,1,4,गा,4
गा,2,4,घा,1
घा,3,4,टों,1
गा,2,4,ज,2
ज,3,4,ल,6
गा,2,4,त,2
त,3,4,ट,2
-,0,5,गं,5
गं,1,5,गा,3
गा,2,5,न,1
गा,2,5,स्,2
स्,3,5,ना,2
गं,1,2,गे,1
गं,1,5,गे,1
गे,2,5,श्,2
व,4,5,री,3
गं,1,2,जा,1
-,0,3,गं,12
गं,1,3,ड,1
ड,2,3,क,2
गं,1,3,डा,2
डा,2,3,सा,1
डा,2,3,से,1
गं,1,4,त,2
त,2,4,व्,3
व्,3,4,य,3
व्,3,4,यों,2
गं,1,4,द,1
द,2,4,गि,4
गि,3,4,यों,5
गं,1,3,द,1
द,2,3,गी,4
गं,1,2,दा,1
गं,1,2,दी,1
गं,1,2,दे,1
गं,1,2,ध,1
गं,1,4,ध,1
गं,1,2,धा,1
गं,1,3,भी,1
भी,2,3,र,1
गं,1,4,भी,1
भी,2,4,र,1
-,0,8,गं,1
गं,1,8,भी,1
भी,2,8,र,1
गं,1,5,भी,1
भी,2,5,र,1
र,3,5,रू,1
-,0,6,गं,1
गं,1,6,भी,1
भी,2,6,रा,1
गं,1,2,वा,1
गं,1,3,वा,6
वा,2,3,ए,3
वा,2,3,या,2
-,0,2,ग,26
ग,1,2,ईं,1
-,0,3,ग,131
ग,1,3,ई,1
ई,2,3,ल,1
-,0,4,ग,99
ग,1,4,ऊ,1
ऊ,2,4,शा,1
शा,3,4,ला,11
ग,1,3,ग,2
-,0,5,ग,50
ग,1,5,ग,3
न,3,5,जो,1
न,3,5,भे,1
भे,4,5,दी,1
ग,2,3,री,4
ग,1,3,ज,8
ज,2,3,क,3
ग,1,4,ज,2
रा,3,4,जों,1
ज,2,3,ल,6
ज,2,3,लें,1
ग,1,2,जा,1
ग,1,4,जा,2
ग,1,5,जे,1
जे,2,5,न्,2
न्,3,5,द्,7
ग,1,3,ट,1
ग,1,4,ट,1
ग,1,3,ट्,1
ग,1,4,ठ,2
ठ,2,4,जो,2
जो,3,4,ड़,1
ग,1,3,ठ,2
ग,1,5,ठ,2
ठ,2,5,बं,2
बं,3,5,ध,9
ध,4,5,नों,3
-,0,6,ग,28
ग,1,6,ठ,1
ठ,2,6,ब,1
ब,3,6,न्,5
न्,4,6,ध,4
ग,1,3,ठि,2
ग,1,3,ड,3
ड,2,3,ढ़े,1
ढ़े,3,3,-,2
ड,2,3,ढों,1
ढों,3,3,-,3
ग,1,4,ड,3
ड,2,4,ब,2
ब,3,4,डी,2
ब,3,4,ड़ी,4
ड,2,3,री,1
वा,3,4,सू,1
सू,4,4,-,1
ग,1,6,ड़,2
ड़,2,6,ग,2
ग,3,6,ड़ा,2
ड़ा,4,6,ह,2
ह,5,6,ट,14
ग,3,6,ड़ा,2
ड़ा,4,6,ह,4
ग,1,4,ड़,5
ड़,2,4,ब,5
ब,3,4,ड़,1
ब,3,4,ड़ा,1
ब,3,4,ड़ी,2
ग,1,5,ड़,1
ड़,2,5,ब,1
ब,3,5,डि़,1
डि़,4,5,यों,2
ब,3,4,ड़,2
ग,1,4,ड्,1
ड्,2,4,डि,2
ग,1,3,ड्,6
ड्,2,3,डी,2
ड्,2,3,ढ़ा,1
ढ़ा,3,3,-,1
ड्,2,3,ढा,1
ढा,3,3,-,1
ग,1,6,ड्,1
ड्,2,6,ढा,1
ढा,3,6,यु,1
ग,1,5,ढ,1
ढ,2,5,दी,1
दी,3,5,वा,2
ग,1,2,ढ़,1
ग,1,4,ढ़,2
ढ़,2,4,खे,1
खे,3,4,ड़ा,2
ग,1,3,ढ़,1
ढ़,2,3,वा,3
ग,1,2,ढ़ा,1
ग,1,3,ढ़ा,1
ढ़ा,2,3,ए,4
ग,1,2,ढ़े,1
ग,1,3,ढ़ै,1
ढ़ै,2,3,या,2
ग,1,2,ढ़ों,1
ढ़ों,2,2,-,2
ग,1,6,ढ्,2
ढ्,2,6,डा,2
डा,3,6,मु,1
डा,3,6,यु,1
ग,1,3,ढ्,4
ढ्,2,3,डे,1
डे,3,3,-,6
ढ्,2,3,डों,1
ढ्,2,3,ढे,1
ढे,3,3,-,2
ढ्,2,3,ढों,1
ग,1,3,ण,2
ण,2,3,क,2
ग,1,5,ण,5
ण,2,5,तं,1
तं,3,5,त्,7
ग,1,6,ण,3
ण,2,6,तं,1
तं,3,6,त्,2
त्,4,6,र,5
र,5,6,ता,5
ण,2,6,त,1
त,3,6,न्,3
न्,4,6,त्,4
ण,2,6,तां,1
तां,3,6,त्,3
ण,2,3,ना,1
ण,2,5,ना,1
ग,1,4,ण,1
ण,2,4,प,1
ण,2,5,मा,2
न्,4,5,यों,1
ण,2,5,रा,1
रा,3,5,ज्,7
ज्,4,5,य,6
ग,1,3,णि,1
णि,2,3,त,2
ग,1,5,णि,2
णि,2,5,त,2
त,3,5,ज्,4
ज्,4,5,ञों,3
ञों,5,5,-,3
ग,1,3,णे,1
णे,2,3,श,1
ग,1,6,णे,1
णे,2,6,शो,1
शो,3,6,त्,1
ग,1,5,णे,1
णे,2,5,श्,1
ग,1,5,ण्,1
ण्,2,5,य,6
ग,1,6,ण्,2
ण्,2,6,य,2
य,3,6,मा,4
मा,4,6,न्,4
न्,5,6,य,4
न्,5,6,यों,1
ग,1,5,त,1
त,2,5,दि,1
दि,3,5,व,1
व,4,5,स,1
ग,1,2,ति,1
ग,1,4,ति,6
ति,2,4,रो,2
ग,1,5,ति,8
ति,2,5,रो,1
ध,4,5,क,4
ति,2,5,वि,6
वि,3,5,ध,2
ध,4,5,यों,2
ति,2,4,वि,1
वि,3,4,धि,3
वि,3,5,धि,5
धि,4,5,या,1
धि,4,5,यां,1
ति,2,4,शी,1
शी,3,4,ल,2
ग,1,2,त्,1
त्,2,2,-,3
ग,1,3,त्,4
त्,2,3,ती,4
ग,1,3,दं,1
दं,2,3,गी,2
ग,1,4,द,1
द,2,4,ग,3
ग,3,4,द,3
ग,1,3,द,2
ग,1,2,दा,1
ग,1,4,दा,1
दा,2,4,ध,1
ध,3,4,र,17
ग,1,4,दि,1
दि,2,4,या,2
या,3,4,ड़ा,2
ग,1,4,द्,6
ग,3,4,द्,2
द्,4,4,-,3
द्,2,4,दा,3
द्,2,4,दि,1
ग,1,3,द्,4
द्,2,3,दी,3
ग,1,6,द्,2
द्,2,6,दी,2
दी,3,6,न,1
न,4,6,शी,4
शी,5,6,न,1
दी,3,6,स्,1
द्,2,3,दे,5
द्,2,3,दों,2
ग,1,2,धा,1
ग,1,2,धे,1
ग,1,3,धे,1
ग,1,2,धों,1
ग,1,3,न,1
न,2,3,ई,1
ग,1,4,न,2
न,2,4,मै,1
मै,3,4,न,2
ग,1,4,नी,1
नी,2,4,म,1
ग,1,5,न्,1
ग,1,4,न्,1
ग,1,3,न्,5
न्,2,3,दे,3
न्,2,3,ना,4
न्,2,3,ने,2
न्,2,3,नों,3
ग,1,3,प्,3
प्,2,3,पे,4
पे,3,3,-,10
प्,2,3,पें,1
पें,3,3,-,4
ग,1,4,फ,1
फ,2,4,ल,4
ग,1,3,ब,2
ग,1,4,म,1
म,2,4,गी,1
गी,3,4,न,1
ग,1,3,म,6
म,2,3,छा,1
म,2,3,ले,4
ग,1,2,मों,1
ग,1,4,म्,1
म्,2,4,भी,1
भी,3,4,र,1
ग,1,5,म्,1
म्,2,5,भी,1
भी,3,5,र,1
ग,1,2,या,1
ग,1,2,यी,1
ग,1,2,ये,1
ग,1,2,यो,2
ग,1,4,र,11
र,2,4,ज,6
ज,3,4,ती,1
ज,3,4,ते,3
ग,1,3,र,9
र,2,3,जा,2
र,2,3,जी,2
र,2,3,जीं,1
जीं,3,3,-,1
र,2,3,जे,1
र,2,4,जें,1
जें,3,4,गे,2
र,2,4,जे,1
जे,3,4,गा,1
र,2,4,द,4
र,2,3,बा,3
ग,1,5,र,2
म,3,5,पा,2
पा,4,5,नी,3
ग,1,6,र,2
मा,3,6,ग,5
ग,4,6,र,4
र,5,6,मी,1
मा,3,4,यी,1
मा,3,5,ह,2
ग,1,3,रि,1
रि,2,3,मा,1
ग,1,6,रि,1
रि,2,6,मा,2
मा,3,6,पू,1
ग,1,5,रि,2
रि,2,5,मा,3
मा,3,5,म,2
ग,1,2,री,1
ग,1,3,री,6
ग,1,4,री,1
री,2,4,ब,1
री,2,3,बों,4
ग,1,3,रु,2
रु,2,3,ड़,1
रु,2,3,ड़,1
ग,1,4,र्,12
ग,1,3,र्,7
र्,2,4,दि,8
दि,3,4,श,1
र्,2,3,भ,1
ग,1,6,र्,5
र्,2,6,भ,2
भ,3,6,धा,1
ग,1,5,र्,7
र्,2,5,भ,5
भ,3,5,पा,1
पा,4,5,त,7
व,4,6,ति,2
भ,3,5,व,8
व,4,5,ती,8
र्,2,5,भा,5
भा,3,5,धा,1
र्,2,6,भा,1
भा,3,6,व,6
भा,3,5,श,1
श,4,5,य,2
भा,3,5,श्,1
र्,2,4,भी,2
भी,3,4,य,1
जो,4,5,शी,1
र्,2,6,मा,13
र्,2,4,मा,9
मा,3,4,ता,4
मा,3,4,ने,10
मि,3,4,यां,1
र्,2,3,व,4
र्,2,4,वि,2
ग,1,4,ल,4
ल,2,4,घो,1
घो,3,4,टू,2
टू,4,4,-,2
ग,1,3,ल,5
ग,1,6,ल,1
ल,2,6,त,1
त,3,6,ब,2
ब,4,6,या,1
या,5,6,नी,1
ल,2,4,ति,2
ग,1,2,ला,1
ग,1,4,ला,2
ग,1,3,ला,3
ला,2,3,ने,17
ग,1,3,लि,2
ग,1,4,लि,3
या,3,4,रों,4
ग,1,2,ली,1
ग,1,3,ली,1
ली,2,3,चा,1
ग,1,2,ले,1
ग,1,3,ले,1
ग,1,4,ल्,2
ल्,2,4,ति,2
ग,1,3,ल्,3
ग,1,5,ल्,1
ल्,2,5,ला,6
ला,3,5,मं,1
मं,4,5,डी,3
ग,1,3,व,1
व,2,3,ई,3
ग,1,5,व,2
र्,3,5,न,1
र्,3,5,नें,1
नें,4,5,स,1
ग,1,4,वां,1
वां,2,4,क,1
ग,1,3,वां,1
वां,2,3,ने,1
ग,1,3,वा,9
वा,2,3,एं,3
वा,2,3,ना,6
वा,2,3,र,7
वा,2,3,ह,2
ग,1,4,वा,1
हि,3,4,यां,1
वा,2,3,ही,1
वा,2,3,हों,2
ग,1,3,श्,2
ग,1,5,श्,1
श्,2,5,ती,1
ती,3,5,द,1
ग,1,3,स्,1
ग,1,3,ह,7
ह,2,3,ने,10
ह,2,3,नों,3
ग,1,5,ह,1
ह,2,5,रा,17
रा,3,5,इ,1
ग,1,4,ह,12
ह,2,4,रा,53
रा,3,4,ना,13
रा,3,4,या,12
ह,2,4,लो,2
लो,3,4,त,1
ह,2,4,लौ,1
लौ,3,4,त,1
-,0,2,गाँ,3
गाँ,1,2,धी,1
गाँ,1,2,व,1
गाँ,1,2,वों,1
-,0,2,गां,10
गां,1,2,जा,1
गां,1,2,जे,2
गां,1,2,ठ,1
गां,1,2,ठे,1
गां,1,2,ठें,1
-,0,4,गां,6
गां,1,4,धी,4
धी,2,4,वा,2
-,0,3,गां,1
गां,1,3,र,1
गां,1,2,व,1
-,0,5,गां,1
गां,1,5,व,1
व,2,5,वा,2
गां,1,4,व,2
व,2,4,वा,3
गां,1,2,वो,1
वो,2,2,-,3
गां,1,2,वों,1
-,0,2,गा,42
गा,1,2,ए,1
गा,1,2,एं,1
-,0,3,गा,28
गा,1,3,एं,1
गा,1,2,ओ,1
गा,1,3,ग,1
गा,1,2,छ,1
गा,1,3,ज,1
-,0,4,गा,9
गा,1,4,जी,1
जी,2,4,पु,1
गा,1,2,जे,2
गा,1,2,ठ,2
गा,1,2,ड़,1
गा,1,3,ड़,1
गा,1,3,ड़ि,2
ड़ि,2,3,यां,1
ड़ि,2,3,यों,1
गा,1,2,ड़ी,1
गा,1,2,ड़े,1
गा,1,3,डि़,1
डि़,2,3,या,3
गा,1,3,डि,1
डि,2,3,य़ां,1
य़ां,3,3,-,1
गा,1,2,डी़,1
डी़,2,2,-,2
गा,1,2,डे़,1
गा,1,2,ढ़,2
गा,1,2,ढ़ी,1
गा,1,2,ता,1
गा,1,2,ते,1
गा,1,3,था,2
था,2,3,ओं,2
गा,1,2,न,1
गा,1,2,ना,1
गा,1,2,ने,1
गा,1,2,नों,1
गा,1,2,मी,1
गा,1,2,य,1
गा,1,3,य,5
य,2,3,क,5
य,2,3,की,2
य,2,3,कों,2
य,2,3,न,5
य,2,3,ब,2
गा,1,3,यि,2
यि,2,3,का,2
गा,1,4,यि,1
यि,2,4,का,1
गा,1,2,यी,1
गा,1,2,यें,1
गा,1,4,रं,1
रं,2,4,टे,1
टे,3,4,ड,1
गा,1,4,र,2
ण्,3,4,टी,1
र,2,4,में,1
में,3,4,ट,2
गा,1,2,रा,1
गा,1,2,री,1
गा,1,3,र्,1
र्,2,3,ड,2
गा,1,4,र्,2
र्,2,4,ड,5
गा,1,2,ल,1
गा,1,3,लि,3
गा,1,2,ली,2
-,0,5,गा,2
गा,1,5,ली,1
ली,2,5,ग,1
ग,3,5,लौ,1
लौ,4,5,ज,1
गा,1,2,लों,1
गा,1,5,व,1
गा,1,2,वों,1
गा,1,4,ड़,1
गा,1,3,ड़,1
ड़,2,3,ने,20
गा,1,3,ड़ि,2
गा,1,2,ड़ी,1
-,0,4,गि,20
गि,1,4,ट्,2
ट्,2,4,टि,8
-,0,3,गि,49
गि,1,3,ट्,1
गि,1,3,द्,3
द्,2,3,ध,8
-,0,6,गि,4
गि,1,6,द्,1
द्,2,6,धे,1
धे,3,6,श्,1
श्,4,6,व,9
व,5,6,र,7
द्,2,3,धों,3
धों,3,3,-,7
-,0,2,गि,11
गि,1,2,न,1
गि,1,3,न,4
न,2,3,ती,9
न,2,3,ते,10
न,2,3,ना,8
न,2,3,ने,14
गि,1,4,न,2
न,2,4,वा,34
गि,1,2,ना,1
गि,1,3,ना,11
ना,2,3,ए,4
ना,2,3,एं,5
गि,1,4,ना,2
ना,2,4,एं,6
ना,2,3,ते,5
ना,2,3,ना,6
ना,2,3,ने,5
ना,2,3,यीं,2
यीं,3,3,-,4
ना,2,3,ये,4
गि,1,2,नी,1
गि,1,2,ने,1
गि,1,4,र,6
र,2,4,गि,2
गि,3,4,ट,1
-,0,5,गि,18
गि,1,5,र,8
र,2,5,जा,8
जा,3,5,घ,4
घ,4,5,रों,5
गि,1,3,र,8
र,2,5,फ,5
फ,3,5,ता,2
ता,4,5,र,9
ता,4,5,री,3
र,2,4,फ्,1
फ्,3,4,त,1
र,2,5,फ्,3
फ्,3,5,ता,5
गि,1,6,र,3
र,2,6,फ्,3
फ्,3,6,ता,3
ता,4,6,रि,3
रि,5,6,या,3
रि,5,6,यां,4
र,2,3,वीं,1
गि,1,5,ऱ,2
ऱ,2,5,फ्,2
गि,1,2,रा,1
गि,1,3,रा,11
गि,1,4,रा,2
रा,2,3,नी,5
गि,1,2,रि,1
